Fridley Gap,VA,38.495989,-78.708329,NAD83,Hudy
1F001,VA,38.824288,-78.203287,NAD83,Wofford
1F002,VA,38.828035,-78.188811,NAD83,Wofford
1F003,VA,38.703016,-78.268659,NAD83,Wofford
1F003_1,VA,38.701545,-78.263362,NAD83,Wofford
1F004,VA,38.704376,-78.269631,NAD83,Wofford
1F005,VA,38.710502,-78.275795,NAD83,Wofford
1F006,VA,38.715633,-78.381435,NAD83,Wofford
1F007,VA,38.712129,-78.370648,NAD83,Wofford
1F008,VA,38.711589,-78.359275,NAD83,Wofford
1F030,VA,38.695066,-78.279359,NAD83,Wofford
1F031,VA,38.696862,-78.28297,NAD83,Wofford
1F056,VA,38.806249,-78.15434,NAD83,Wofford
1F057,VA,38.806847,-78.15725,NAD83,Wofford
1F058,VA,38.806958,-78.161446,NAD83,Wofford
1F116,VA,38.714816,-78.343061,NAD83,Wofford
1F117,VA,38.727092,-78.336324,NAD83,Wofford
1F118,VA,38.748358,-78.324451,NAD83,Wofford
1F132,VA,38.789559,-78.319182,NAD83,Wofford
1F133,VA,38.826087,-78.195489,NAD83,Wofford
1F137,VA,38.719202,-78.280659,NAD83,Wofford
1F138,VA,38.728019,-78.291584,NAD83,Wofford
1F145,VA,38.711831,-78.277543,NAD83,Wofford
1F219,VA,38.749464,-78.230386,NAD83,Wofford
1F228,VA,38.896709,-78.181271,NAD83,Wofford
1F231,VA,38.778211,-78.34688,NAD83,Wofford
1F233,VA,38.772518,-78.162413,NAD83,Wofford
1F234,VA,38.734845,-78.259727,NAD83,Wofford
1FVA1,VA,38.723827,-78.33717,NAD83,Wofford
1FVA2,VA,38.703294,-78.29127,NAD83,Wofford
1FVA3,VA,38.70845,-78.300354,NAD83,Wofford
2F009,VA,38.540688,-78.349669,NAD83,Wofford
2F010,VA,38.545666,-78.351688,NAD83,Wofford
2F011,VA,38.548233,-78.35345,NAD83,Wofford
2F015,VA,38.515419,-78.36639,NAD83,Wofford
2F016,VA,38.511342,-78.384485,NAD83,Wofford
2F017,VA,38.525155,-78.405952,NAD83,Wofford
2F029,VA,38.477887,-78.48164,NAD83,Wofford
2F032,VA,38.571041,-78.300183,NAD83,Wofford
2F033,VA,38.57124,-78.306465,NAD83,Wofford
2F034,VA,38.567326,-78.317105,NAD83,Wofford
2F035,VA,38.653812,-78.273359,NAD83,Wofford
2F036,VA,38.656971,-78.282125,NAD83,Wofford
2F037,VA,38.659827,-78.285244,NAD83,Wofford
2F038,VA,38.577421,-78.299635,NAD83,Wofford
2F039,VA,38.587254,-78.313095,NAD83,Wofford
2F040,VA,38.591751,-78.316678,NAD83,Wofford
2F047,VA,38.406562,-78.457835,NAD83,Wofford
2F048,VA,38.412212,-78.469086,NAD83,Wofford
